total_packets,total_bytes,average_packet_size,minimum_packet_size,maximum_packet_size,traffic_duration_seconds,packets_per_second,bytes_per_second,http_request_count,http_post_count
64,5948,92.9375,54,342,255.508223557,0.25048117477018333,23.279094180203916,5,0
